TIME_GRANULARITY,TIME_D_VALUE,EFFECTIVE_MONTH,RECORD_TYPE,TERRITORY,DEALER_NUMBER,RETAIL_FINANCE_PENETRATIONS_T,RF_PENETRATIONS_PERC,RF_PENETRATIONS_RANK,RF_PENETRATIONS_RANK_N,CREDIT_INSURANCE_PERC_T,CREDIT_INS_PERC,CREDIT_INS_RANK,CREDIT_INS_RANK_N,LOAN_PERC_T,LOAN_PERC,LOAN_PERC_RANK,LOAN_PERC_RANK_N,LEASE_PERC_T,LEASE_PERC,LEASE_PERC_RANK,LEASE_PERC_RANK_N,PRE_APPROVAL_T,PREAPPROVED_PERC,PREAPPROVED_RANK,PREAPPROVED_RANK_N,AUTO_APPROVAL_T,AUTOAPPROVED_PERC,AUTOAPPROVED_RANK,AUTOAPPROVED_RANK_N,EXPIRED_APPROVALS_T,EXPIRED_APPROVED_APP_PERC,EXPIRED_APPROVED_APP_RANK,EXPIRED_APPROVED_APP_RANK_N,ESIGN_PDF_T,ESIGNED_PERC,ESIGNED_PERC_RANK,ESIGNED_PERC_RANK_N
MONTHLY,"Feb,2024",01-02-2024,D,40,37100,52-55%,0,8,32,10%,0,1,12,50%,100,,,50%,0,,,10%,0,6,19,10%,0,4,20,5%,92.86,10,72,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,10,200620,52-55%,0,7,34,10%,0,1,14,50%,100,,,50%,0,,,10%,0,1,19,10%,0,4,26,5%,86.49,7,54,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,10,1700,52-55%,28.57,6,29,10%,0,1,14,50%,80,,,50%,20,,,10%,0,1,19,10%,20,2,10,5%,88.06,8,60,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,10,25150,52-55%,0,7,34,10%,0,1,14,50%,100,,,50%,0,,,10%,0,1,19,10%,0,4,26,5%,84.62,5,47,100%,0,4,19
MONTHLY,"Jan,2024",01-01-2024,D,10,9400,52-55%,33.33,5,28,10%,0,1,14,50%,100,,,50%,0,,,10%,0,1,19,10%,0,4,26,5%,88.89,9,65,100%,0,4,19
MONTHLY,"Apr,2023",01-04-2023,D,10,201060,52-55%,62.96,4,27,10%,0,1,15,50%,38.89,,,50%,61.11,,,10%,0,3,26,10%,16.67,2,9,5%,0,1,1,100%,100,1,1
MONTHLY,"Jun,2023",01-06-2023,D,20,201430,52-55%,25,12,73,10%,0,1,15,50%,0,,,50%,100,,,10%,0,6,25,10%,0,7,35,5%,0,1,1,100%,100,1,1
MONTHLY,"Jun,2023",01-06-2023,D,20,128100,52-55%,60.87,5,34,10%,0,1,15,50%,71.43,,,50%,28.57,,,10%,7.14,4,14,10%,0,7,35,5%,0,1,1,100%,57.14,9,32
MONTHLY,"Mar,2024",01-03-2024,D,10,201810,52-55%,100,1,1,10%,0,1,5,50%,50,,,50%,50,,,10%,0,1,7,10%,0,1,7,5%,61.11,2,5,100%,100,1,1
MONTHLY,"Mar,2024",01-03-2024,D,10,201060,52-55%,0,3,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,1,7,10%,0,1,7,5%,73.68,5,24,100%,0,2,6
MONTHLY,"Mar,2024",01-03-2024,D,10,13500,52-55%,0,3,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,1,7,10%,0,1,7,5%,62.96,3,8,100%,0,2,6
MONTHLY,"May,2023",01-05-2023,D,40,27600,52-55%,51.92,4,47,10%,0,1,19,50%,6.25,,,50%,93.75,,,10%,12.5,2,14,10%,21.88,3,11,5%,0,1,1,100%,65.63,8,23
MONTHLY,"Jul,2023",01-07-2023,D,60,25400,52-55%,61.54,6,20,10%,7.69,5,12,50%,69.23,,,50%,30.77,,,10%,0,5,22,10%,7.69,2,25,5%,0,1,1,100%,46.15,5,31
MONTHLY,"Jul,2023",01-07-2023,D,60,201740,52-55%,80,2,4,10%,0,7,16,50%,0,,,50%,100,,,10%,0,5,22,10%,0,4,34,5%,0,1,1,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,60,200320,52-55%,80,4,10,10%,20,3,7,50%,40,,,50%,60,,,10%,0,1,1,10%,20,3,20,5%,50,12,51,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,60,200250,52-55%,75,5,12,10%,27.27,1,4,50%,45.45,,,50%,54.55,,,10%,0,1,1,10%,0,8,36,5%,38.89,11,33,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,65,201880,52-55%,50,12,39,10%,0,3,16,50%,100,,,50%,0,,,10%,0,1,1,10%,33.33,5,15,5%,100,17,72,100%,66.67,8,18
MONTHLY,"Feb,2023",01-02-2023,D,50,201580,52-55%,28.57,5,36,10%,0,1,14,50%,100,,,50%,0,,,10%,0,2,17,10%,50,2,4,5%,0,1,1,100%,100,1,1
MONTHLY,"Feb,2023",01-02-2023,D,50,201590,52-55%,77.78,1,12,10%,0,1,14,50%,87.5,,,50%,12.5,,,10%,0,2,17,10%,0,4,17,5%,0,1,1,100%,87.5,3,4
MONTHLY,"Sep,2023",01-09-2023,D,65,200730,52-55%,58.33,11,30,10%,0,3,16,50%,31.25,,,50%,68.75,,,10%,0,1,1,10%,12.5,8,24,5%,46.43,11,47,100%,62.5,10,21
MONTHLY,"Feb,2024",01-02-2024,D,40,40800,52-55%,33.33,6,23,10%,0,1,12,50%,100,,,50%,0,,,10%,0,6,19,10%,0,4,20,5%,87.5,5,56,100%,75,3,11
MONTHLY,"Jun,2023",01-06-2023,D,20,201000,52-55%,78.57,2,10,10%,0,1,15,50%,85.71,,,50%,14.29,,,10%,0,6,25,10%,0,7,35,5%,0,1,1,100%,64.29,8,26
MONTHLY,"Sep,2023",01-09-2023,D,60,114900,52-55%,50,10,39,10%,0,10,16,50%,75,,,50%,25,,,10%,0,1,1,10%,0,8,36,5%,34.62,9,24,100%,100,1,1
MONTHLY,"Feb,2023",01-02-2023,D,50,2700,52-55%,59.09,2,22,10%,0,1,14,50%,93.33,,,50%,6.67,,,10%,0,2,17,10%,0,4,17,5%,0,1,1,100%,26.67,5,29
MONTHLY,"Sep,2023",01-09-2023,D,65,200200,52-55%,64.29,8,20,10%,0,3,16,50%,91.67,,,50%,8.33,,,10%,0,1,1,10%,25,6,18,5%,55.56,15,57,100%,33.33,11,26
MONTHLY,"Feb,2023",01-02-2023,D,10,50800,52-55%,100,1,1,10%,0,1,14,50%,100,,,50%,0,,,10%,0,2,17,10%,0,4,17,5%,0,1,1,100%,0,6,34
MONTHLY,"Feb,2023",01-02-2023,D,10,1700,52-55%,57.14,4,23,10%,0,1,14,50%,90.91,,,50%,9.09,,,10%,0,2,17,10%,0,4,17,5%,0,1,1,100%,27.27,5,28
MONTHLY,"Apr,2023",01-04-2023,D,45,135100,52-55%,66.67,2,19,10%,0,1,15,50%,100,,,50%,0,,,10%,0,7,26,10%,10,4,17,5%,0,1,1,100%,80,3,10
MONTHLY,"Apr,2023",01-04-2023,D,45,59200,52-55%,71.43,1,15,10%,0,1,15,50%,90,,,50%,10,,,10%,0,7,26,10%,0,8,28,5%,0,1,1,100%,30,10,34
MONTHLY,"Jan,2024",01-01-2024,D,50,201580,52-55%,60,4,18,10%,0,1,14,50%,57.14,,,50%,42.86,,,10%,0,3,19,10%,42.86,4,5,5%,93.33,10,77,100%,71.43,3,12
MONTHLY,"Feb,2023",01-02-2023,D,20,50400,52-55%,0,9,41,10%,0,1,14,50%,0,,,50%,0,,,10%,0,1,17,10%,0,4,17,5%,0,1,1,100%,0,8,34
MONTHLY,"Feb,2023",01-02-2023,D,20,48700,52-55%,55.56,2,24,10%,0,1,14,50%,83.33,,,50%,16.67,,,10%,0,1,17,10%,0,4,17,5%,0,1,1,100%,83.33,2,6
MONTHLY,"Feb,2023",01-02-2023,D,20,201510,52-55%,20,8,38,10%,0,1,14,50%,100,,,50%,0,,,10%,0,1,17,10%,0,4,17,5%,0,1,1,100%,0,8,34
MONTHLY,"Feb,2023",01-02-2023,D,20,200830,52-55%,0,9,41,10%,0,1,14,50%,0,,,50%,0,,,10%,0,1,17,10%,0,4,17,5%,0,1,1,100%,0,8,34
MONTHLY,"Dec,2023",01-12-2023,D,10,1700,52-55%,65.52,3,23,10%,0,1,14,50%,80.95,,,50%,19.05,,,10%,0,2,21,10%,4.76,3,24,5%,73.77,7,37,100%,71.43,3,20
MONTHLY,"Feb,2023",01-02-2023,D,60,51600,52-55%,69.23,7,17,10%,7.14,5,12,50%,14.29,,,50%,85.71,,,10%,14.29,2,9,10%,0,3,17,5%,0,1,1,100%,28.57,4,27
MONTHLY,"Aug,2023",01-08-2023,D,60,25400,52-55%,53.85,7,29,10%,14.29,4,7,50%,42.86,,,50%,57.14,,,10%,0,3,14,10%,14.29,4,26,5%,14.29,2,7,100%,85.71,2,10
MONTHLY,"Aug,2023",01-08-2023,D,60,58600,52-55%,42.86,10,42,10%,0,6,13,50%,0,,,50%,100,,,10%,0,3,14,10%,0,7,41,5%,28.57,5,21,100%,100,1,1
MONTHLY,"May,2023",01-05-2023,D,20,200940,52-55%,70.59,2,12,10%,0,2,19,50%,94.12,,,50%,5.88,,,10%,0,6,36,10%,11.76,6,23,5%,0,1,1,100%,29.41,8,49
MONTHLY,"May,2023",01-05-2023,D,20,201050,52-55%,28.57,12,72,10%,0,2,19,50%,100,,,50%,0,,,10%,0,6,36,10%,25,4,9,5%,0,1,1,100%,50,7,34
MONTHLY,"May,2023",01-05-2023,D,20,48700,52-55%,50,5,52,10%,33.33,1,1,50%,66.67,,,50%,33.33,,,10%,16.67,2,8,10%,0,8,46,5%,0,1,1,100%,50,7,34
MONTHLY,"Feb,2024",01-02-2024,D,55,138700,52-55%,81.82,1,4,10%,7.14,5,11,50%,28.57,,,50%,71.43,,,10%,17.86,2,9,10%,3.57,1,19,5%,86.83,6,53,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,35,200000,52-55%,0,8,34,10%,0,1,14,50%,0,,,50%,0,,,10%,0,2,19,10%,0,3,26,5%,90,8,70,100%,0,3,19
MONTHLY,"Jan,2023",01-01-2023,D,65,142300,52-55%,83.33,4,6,10%,0,2,13,50%,87.5,,,50%,12.5,,,10%,0,3,19,10%,6.25,7,19,5%,0,1,1,100%,68.75,2,11
MONTHLY,"Jan,2023",01-01-2023,D,65,56600,52-55%,37.5,13,33,10%,0,2,13,50%,30,,,50%,70,,,10%,0,3,19,10%,30,3,8,5%,0,1,1,100%,70,1,10
MONTHLY,"Feb,2023",01-02-2023,D,30,139500,52-55%,50,3,27,10%,0,1,14,50%,0,,,50%,100,,,10%,0,2,17,10%,0,1,17,5%,0,1,1,100%,100,1,1
MONTHLY,"Feb,2023",01-02-2023,D,30,46700,52-55%,50,3,27,10%,0,1,14,50%,100,,,50%,0,,,10%,0,2,17,10%,0,1,17,5%,0,1,1,100%,0,5,34
MONTHLY,"Jan,2023",01-01-2023,D,20,201430,52-55%,75,2,11,10%,0,1,13,50%,100,,,50%,0,,,10%,0,4,19,10%,0,7,22,5%,0,1,1,100%,75,3,8
MONTHLY,"Jan,2023",01-01-2023,D,20,200300,52-55%,50,7,25,10%,0,1,13,50%,100,,,50%,0,,,10%,0,4,19,10%,0,7,22,5%,0,1,1,100%,100,1,1
MONTHLY,"Jan,2023",01-01-2023,D,20,50400,52-55%,50,7,25,10%,0,1,13,50%,100,,,50%,0,,,10%,33.33,1,3,10%,0,7,22,5%,0,1,1,100%,0,9,36
MONTHLY,"Jan,2023",01-01-2023,D,40,40800,52-55%,84.62,1,5,10%,0,1,13,50%,76.92,,,50%,23.08,,,10%,0,4,19,10%,0,6,22,5%,0,1,1,100%,53.85,4,17
MONTHLY,"Mar,2024",01-03-2024,D,20,200540,52-55%,0,3,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,2,7,10%,0,1,7,5%,100,13,88,100%,0,3,6
MONTHLY,"Mar,2024",01-03-2024,D,20,201680,52-55%,0,3,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,2,7,10%,0,1,7,5%,100,13,88,100%,0,3,6
MONTHLY,"Jun,2023",01-06-2023,D,45,59200,52-55%,76.92,2,12,10%,0,1,15,50%,83.33,,,50%,16.67,,,10%,0,8,25,10%,0,7,35,5%,0,1,1,100%,58.33,8,31
MONTHLY,"Sep,2023",01-09-2023,D,20,200160,52-55%,27.27,10,51,10%,0,3,16,50%,57.14,,,50%,42.86,,,10%,0,1,1,10%,14.29,7,23,5%,56.25,11,59,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,20,200300,52-55%,0,14,59,10%,0,3,16,50%,0,,,50%,0,,,10%,0,1,1,10%,0,9,36,5%,100,13,72,100%,0,6,31
MONTHLY,"Sep,2023",01-09-2023,D,45,200150,52-55%,75,2,12,10%,0,1,16,50%,13.33,,,50%,86.67,,,10%,0,1,1,10%,46.67,2,9,5%,54.55,14,56,100%,80,4,12
MONTHLY,"Sep,2023",01-09-2023,D,45,28200,52-55%,0,13,59,10%,0,1,16,50%,0,,,50%,0,,,10%,0,1,1,10%,0,10,36,5%,0,1,1,100%,0,9,31
MONTHLY,"Oct,2023",01-10-2023,D,50,2700,52-55%,56.25,4,36,10%,0,1,16,50%,95,,,50%,5,,,10%,0,3,22,10%,5,8,37,5%,52.78,6,37,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,50,7100,52-55%,20,11,58,10%,0,1,16,50%,100,,,50%,0,,,10%,0,3,22,10%,0,9,42,5%,60,8,51,100%,100,1,1
MONTHLY,"Apr,2023",01-04-2023,D,40,6900,52-55%,30,7,50,10%,0,1,15,50%,66.67,,,50%,33.33,,,10%,33.33,1,4,10%,0,7,28,5%,0,1,1,100%,83.33,3,6
MONTHLY,"Mar,2023",01-03-2023,D,10,25150,52-55%,66.67,1,16,10%,0,1,13,50%,100,,,50%,0,,,10%,0,2,21,10%,0,6,22,5%,0,1,1,100%,28.57,7,29
MONTHLY,"Mar,2023",01-03-2023,D,10,13500,52-55%,40,7,38,10%,0,1,13,50%,100,,,50%,0,,,10%,0,2,21,10%,25,2,7,5%,0,1,1,100%,25,8,32
MONTHLY,"Mar,2023",01-03-2023,D,10,9400,52-55%,50,4,30,10%,0,1,13,50%,100,,,50%,0,,,10%,0,2,21,10%,0,6,22,5%,0,1,1,100%,20,9,36
MONTHLY,"Aug,2023",01-08-2023,D,45,33300,52-55%,45,10,39,10%,0,1,13,50%,90.91,,,50%,9.09,,,10%,0,4,14,10%,18.18,6,22,5%,22.22,5,14,100%,81.82,3,14
MONTHLY,"Aug,2023",01-08-2023,D,45,10100,52-55%,42.86,11,42,10%,0,1,13,50%,72.73,,,50%,27.27,,,10%,0,4,14,10%,45.45,1,6,5%,26.67,8,19,100%,72.73,6,21
MONTHLY,"Nov,2023",01-11-2023,D,45,17700,52-55%,76.47,3,15,10%,0,1,15,50%,33.33,,,50%,66.67,,,10%,0,6,21,10%,13.33,3,15,5%,64.1,7,50,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,45,115000,52-55%,0,13,52,10%,0,1,15,50%,0,,,50%,0,,,10%,0,6,21,10%,0,9,28,5%,0,1,1,100%,0,8,36
MONTHLY,"Mar,2024",01-03-2024,D,60,58600,52-55%,100,1,1,10%,0,3,5,50%,33.33,,,50%,66.67,,,10%,0,1,7,10%,0,3,7,5%,81.48,9,50,100%,100,1,1
MONTHLY,"Feb,2023",01-02-2023,D,40,134800,52-55%,55.56,6,24,10%,0,1,14,50%,4,,,50%,96,,,10%,4,3,16,10%,0,4,17,5%,0,1,1,100%,92,2,2
MONTHLY,"Sep,2023",01-09-2023,D,40,200380,52-55%,100,1,1,10%,0,1,16,50%,100,,,50%,0,,,10%,0,1,1,10%,0,8,36,5%,66.67,11,65,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,20,201770,52-55%,100,1,1,10%,0,2,16,50%,75,,,50%,25,,,10%,0,3,22,10%,0,9,42,5%,62.5,9,55,100%,75,3,22
MONTHLY,"May,2023",01-05-2023,D,10,201800,52-55%,45.45,10,56,10%,0,1,19,50%,100,,,50%,0,,,10%,0,3,36,10%,0,8,46,5%,0,1,1,100%,40,6,43
MONTHLY,"Oct,2023",01-10-2023,D,20,200910,52-55%,100,1,1,10%,0,2,16,50%,83.33,,,50%,16.67,,,10%,0,3,22,10%,16.67,7,18,5%,66.67,10,61,100%,100,1,1
MONTHLY,"Mar,2024",01-03-2024,D,65,50300,52-55%,0,4,12,10%,0,2,5,50%,0,,,50%,0,,,10%,0,3,7,10%,0,4,7,5%,100,19,88,100%,0,4,6
MONTHLY,"Mar,2024",01-03-2024,D,45,52100,52-55%,66.67,4,6,10%,0,1,5,50%,100,,,50%,0,,,10%,0,4,7,10%,0,4,7,5%,83.1,8,56,100%,100,1,1
MONTHLY,"May,2023",01-05-2023,D,50,201860,52-55%,0,11,83,10%,0,1,19,50%,0,,,50%,0,,,10%,0,5,36,10%,0,7,46,5%,0,1,1,100%,0,8,66
MONTHLY,"Oct,2023",01-10-2023,D,30,201670,52-55%,50,6,42,10%,0,2,16,50%,100,,,50%,0,,,10%,0,2,22,10%,0,4,42,5%,33.33,3,12,100%,50,2,31
MONTHLY,"Oct,2023",01-10-2023,D,30,201630,52-55%,53.85,5,40,10%,0,2,16,50%,88.89,,,50%,11.11,,,10%,0,2,22,10%,22.22,3,13,5%,30,2,7,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,30,201530,52-55%,14.29,10,59,10%,0,2,16,50%,0,,,50%,100,,,10%,100,1,1,10%,0,4,42,5%,66.67,8,61,100%,100,1,1
MONTHLY,"May,2023",01-05-2023,D,50,201440,52-55%,37.5,9,66,10%,0,1,19,50%,100,,,50%,0,,,10%,0,5,36,10%,33.33,2,7,5%,0,1,1,100%,33.33,6,47
MONTHLY,"May,2023",01-05-2023,D,10,50900,52-55%,66.67,3,18,10%,0,1,19,50%,60,,,50%,40,,,10%,0,3,36,10%,20,3,14,5%,0,1,1,100%,40,6,43
MONTHLY,"May,2023",01-05-2023,D,50,7100,52-55%,50,5,52,10%,0,1,19,50%,88.89,,,50%,11.11,,,10%,0,5,36,10%,0,7,46,5%,0,1,1,100%,100,1,1
MONTHLY,"Jun,2023",01-06-2023,D,30,62200,52-55%,66.67,1,24,10%,0,2,15,50%,100,,,50%,0,,,10%,0,3,25,10%,50,1,2,5%,0,1,1,100%,16.67,7,53
MONTHLY,"Feb,2024",01-02-2024,D,10,50800,52-55%,100,1,1,10%,0,1,12,50%,100,,,50%,0,,,10%,0,3,19,10%,100,1,1,5%,100,13,79,100%,0,6,15
MONTHLY,"Dec,2023",01-12-2023,D,20,200580,52-55%,33.33,7,43,10%,0,1,14,50%,75,,,50%,25,,,10%,0,4,21,10%,12.5,4,13,5%,69.23,5,26,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,20,201770,52-55%,50,6,34,10%,0,1,14,50%,100,,,50%,0,,,10%,0,4,21,10%,0,5,27,5%,88.89,12,71,100%,100,1,1
MONTHLY,"Jun,2023",01-06-2023,D,10,11600,52-55%,81.82,2,7,10%,0,1,15,50%,100,,,50%,0,,,10%,9.09,2,11,10%,0,6,35,5%,0,1,1,100%,45.45,5,35
MONTHLY,"Jun,2023",01-06-2023,D,10,201550,52-55%,25,12,73,10%,0,1,15,50%,100,,,50%,0,,,10%,0,3,25,10%,0,6,35,5%,0,1,1,100%,0,10,62
MONTHLY,"May,2023",01-05-2023,D,60,200320,52-55%,83.33,2,2,10%,9.09,3,6,50%,36.36,,,50%,63.64,,,10%,18.18,1,7,10%,4.55,3,39,5%,0,1,1,100%,18.18,5,55
MONTHLY,"May,2023",01-05-2023,D,60,45300,52-55%,45.45,11,56,10%,5.88,5,11,50%,23.53,,,50%,76.47,,,10%,5.88,3,25,10%,0,5,46,5%,0,1,1,100%,100,1,1
MONTHLY,"May,2023",01-05-2023,D,60,25400,52-55%,53.33,9,42,10%,0,9,19,50%,60,,,50%,40,,,10%,0,7,36,10%,0,5,46,5%,0,1,1,100%,60,3,29
MONTHLY,"Jan,2024",01-01-2024,D,65,200700,52-55%,60,10,18,10%,0,1,14,50%,83.33,,,50%,16.67,,,10%,0,4,19,10%,0,8,26,5%,80,4,29,100%,50,7,15
MONTHLY,"Jun,2023",01-06-2023,D,65,201880,52-55%,50,13,55,10%,0,3,15,50%,100,,,50%,0,,,10%,0,6,25,10%,0,13,35,5%,0,1,1,100%,50,5,34
MONTHLY,"Jun,2023",01-06-2023,D,65,51900,52-55%,64.58,8,27,10%,0,3,15,50%,67.5,,,50%,32.5,,,10%,7.5,2,13,10%,2.5,12,33,5%,33.33,3,11,100%,12.5,11,54
MONTHLY,"Jan,2023",01-01-2023,D,35,200690,52-55%,33.33,5,36,10%,0,2,13,50%,100,,,50%,0,,,10%,0,3,19,10%,0,3,22,5%,0,1,1,100%,0,4,36
MONTHLY,"Jan,2023",01-01-2023,D,35,201460,52-55%,20,6,40,10%,0,2,13,50%,100,,,50%,0,,,10%,0,3,19,10%,0,3,22,5%,0,1,1,100%,0,4,36
MONTHLY,"May,2023",01-05-2023,D,60,58600,52-55%,52.17,10,46,10%,4.35,7,13,50%,34.78,,,50%,65.22,,,10%,0,7,36,10%,0,5,46,5%,0,1,1,100%,86.96,2,8
MONTHLY,"Jun,2023",01-06-2023,D,40,27600,52-55%,52.17,7,54,10%,0,1,15,50%,4.35,,,50%,95.65,,,10%,0,4,25,10%,17.39,3,13,5%,16.67,3,8,100%,69.57,6,22
MONTHLY,"Feb,2024",01-02-2024,D,60,200320,52-55%,25,7,28,10%,0,4,12,50%,33.33,,,50%,66.67,,,10%,11.11,4,15,10%,0,4,20,5%,79.03,4,26,100%,77.78,2,10
MONTHLY,"Feb,2024",01-02-2024,D,60,201740,52-55%,100,1,1,10%,0,4,12,50%,66.67,,,50%,33.33,,,10%,0,5,19,10%,0,4,20,5%,91.67,13,69,100%,66.67,4,12
MONTHLY,"Jun,2023",01-06-2023,D,65,201110,52-55%,66.67,7,24,10%,14.29,1,5,50%,71.43,,,50%,28.57,,,10%,0,6,25,10%,0,13,35,5%,0,1,1,100%,0,15,62
MONTHLY,"Jan,2024",01-01-2024,D,60,62100,52-55%,64.71,7,15,10%,14.29,6,7,50%,57.14,,,50%,42.86,,,10%,0,3,19,10%,0,5,26,5%,78.38,6,23,100%,100,1,1
MONTHLY,"May,2023",01-05-2023,D,65,142700,52-55%,73.33,3,9,10%,0,3,19,50%,83.33,,,50%,16.67,,,10%,0,4,36,10%,16.67,8,19,5%,0,1,1,100%,33.33,7,47
MONTHLY,"May,2023",01-05-2023,D,65,118300,52-55%,0,17,83,10%,0,3,19,50%,0,,,50%,0,,,10%,0,4,36,10%,0,13,46,5%,0,1,1,100%,0,13,66
MONTHLY,"Dec,2023",01-12-2023,D,50,201860,52-55%,50,8,34,10%,0,1,14,50%,100,,,50%,0,,,10%,0,1,21,10%,0,7,27,5%,75,8,42,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,50,11900,52-55%,56.52,7,33,10%,0,1,14,50%,81.25,,,50%,18.75,,,10%,0,1,21,10%,25,3,6,5%,42.31,1,3,100%,100,1,1
MONTHLY,"Apr,2023",01-04-2023,D,60,114900,52-55%,75,4,11,10%,28.57,1,3,50%,42.86,,,50%,57.14,,,10%,28.57,2,6,10%,0,5,28,5%,0,1,1,100%,14.29,5,41
MONTHLY,"Apr,2023",01-04-2023,D,60,129200,52-55%,36.36,9,47,10%,0,7,15,50%,33.33,,,50%,66.67,,,10%,0,7,26,10%,16.67,2,9,5%,0,1,1,100%,66.67,3,18
MONTHLY,"Feb,2023",01-02-2023,D,55,29300,52-55%,37.5,8,31,10%,0,6,14,50%,100,,,50%,0,,,10%,0,4,17,10%,0,2,17,5%,0,1,1,100%,0,7,34
MONTHLY,"Sep,2023",01-09-2023,D,35,59100,52-55%,33.33,5,47,10%,0,1,16,50%,100,,,50%,0,,,10%,0,1,1,10%,0,5,36,5%,50,4,51,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,35,200000,52-55%,0,8,59,10%,0,1,16,50%,100,,,50%,0,,,10%,0,1,1,10%,100,1,2,5%,100,7,72,100%,0,3,31
MONTHLY,"Mar,2023",01-03-2023,D,35,201450,52-55%,37.5,4,39,10%,0,1,13,50%,14.29,,,50%,85.71,,,10%,14.29,1,10,10%,14.29,2,12,5%,0,1,1,100%,85.71,1,7
MONTHLY,"Jun,2023",01-06-2023,D,55,201700,52-55%,85.71,2,5,10%,13.33,4,6,50%,6.67,,,50%,93.33,,,10%,0,5,25,10%,0,2,35,5%,0,1,1,100%,0,8,62
MONTHLY,"Dec,2023",01-12-2023,D,60,129200,52-55%,66.67,8,22,10%,0,7,14,50%,75,,,50%,25,,,10%,12.5,2,9,10%,12.5,1,13,5%,72.73,6,34,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,60,136700,52-55%,75,4,14,10%,8.33,6,12,50%,100,,,50%,0,,,10%,0,6,21,10%,8.33,2,19,5%,69.05,5,25,100%,91.67,3,9
MONTHLY,"Nov,2023",01-11-2023,D,60,4100,52-55%,78.13,4,12,10%,22.03,3,5,50%,22.03,,,50%,77.97,,,10%,0,4,21,10%,0,6,28,5%,57.25,4,28,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,60,58600,52-55%,85.71,1,6,10%,7.69,6,13,50%,15.38,,,50%,84.62,,,10%,0,4,21,10%,7.69,3,21,5%,57.5,5,30,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,60,51600,52-55%,80,3,10,10%,0,7,15,50%,7.5,,,50%,92.5,,,10%,10,2,10,10%,0,6,28,5%,62.4,7,44,100%,97.5,2,3
MONTHLY,"Jan,2024",01-01-2024,D,10,201550,52-55%,0,7,34,10%,0,1,14,50%,0,,,50%,0,,,10%,0,1,19,10%,0,4,26,5%,100,12,84,100%,0,4,19
MONTHLY,"Apr,2023",01-04-2023,D,10,200620,52-55%,55.56,7,33,10%,0,1,15,50%,85.71,,,50%,14.29,,,10%,0,3,26,10%,14.29,3,11,5%,0,1,1,100%,71.43,3,15
MONTHLY,"Jun,2023",01-06-2023,D,20,200540,52-55%,25,12,73,10%,0,1,15,50%,100,,,50%,0,,,10%,0,6,25,10%,0,7,35,5%,0,1,1,100%,0,16,62
MONTHLY,"Jun,2023",01-06-2023,D,20,201510,52-55%,64.29,4,29,10%,0,1,15,50%,100,,,50%,0,,,10%,9.09,3,11,10%,18.18,2,11,5%,0,1,1,100%,9.09,15,56
MONTHLY,"Feb,2023",01-02-2023,D,50,200290,52-55%,33.33,3,33,10%,0,1,14,50%,100,,,50%,0,,,10%,0,2,17,10%,100,1,1,5%,0,1,1,100%,0,6,34
MONTHLY,"Dec,2023",01-12-2023,D,60,25400,52-55%,72.73,5,16,10%,18.18,2,6,50%,45.45,,,50%,54.55,,,10%,0,6,21,10%,0,4,27,5%,73.91,7,38,100%,100,1,1
MONTHLY,"Jun,2023",01-06-2023,D,35,201450,52-55%,57.89,5,39,10%,0,1,15,50%,40,,,50%,60,,,10%,6.67,2,15,10%,6.67,7,29,5%,0,1,1,100%,80,4,15
MONTHLY,"Jan,2024",01-01-2024,D,10,25100,52-55%,100,1,1,10%,0,1,14,50%,100,,,50%,0,,,10%,0,1,19,10%,0,4,26,5%,93.33,11,77,100%,100,1,1
MONTHLY,"Mar,2024",01-03-2024,D,10,200980,52-55%,0,3,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,1,7,10%,0,1,7,5%,77.78,7,37,100%,0,2,6
MONTHLY,"Mar,2024",01-03-2024,D,10,50900,52-55%,0,3,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,1,7,10%,0,1,7,5%,100,13,88,100%,0,2,6
